פריט,תאור פריט,מספר ספק,שם מספר ספק,מ.63 הובלות באזר,שם מ.63 הובלות באזר
223017,מכונת גילוח פיליפס PT923,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
223254,מייבש שיער פיליפס BHD176,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223255,מכונת גילוח פיליפס S7530,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223572,מכו' תספורת זקן פיליפס BT7085,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223573,מחליק שיער פיליפס BHH814,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223575,מייבש שיער פיליפס HPS920,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223576,מחליק שיער פיליפס HPS930 מקצו,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223577,מחליק שיער BHH777פיליפס קומפק,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223578,מסיר שיער לגבר פיליפס BG2024,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223927,מ.גילוח פיליפס S5320,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
223928,מ.גילוח פיליפס S5510,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
226148,מייבש שיער פיליפס BHD006,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
227330,מכונת גילוח פיליפס סידרה 5  S5110,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
227331,מכונת גילוח פיליפס סידרה 5 רטוב יבש S5420,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
228378,ספריי לניקוי סכינים למכונת גילוח פיליפס HQ110/02,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
228790,קוצץ אף ואוזן פיליפס NT1150,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
228791,מכונת תספורת פיליפס BT5200,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",1,מחסני חשמל בלבד
229258,מכונת גילוח פיליפס S1310,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
229259,מכונת גילוח פיליפס S7370,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
229260,בלנדר פיליפס HR2052/00,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
229835,מכונת גילוח טריימר פיליפס S1520,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
229837,מכונת תספורת טאצ פיליפס HC9450,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",2,שקם בלבד
230759,מכונת גילוח פיליפס PT739,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
230764,מכונת תספורת+ טרימר+קוצץ אף פיליפס QC3321,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231132,מכונת גילוח פיליפס AT770,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231380,מייבש שיער פיליפס 001,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",,
231464,הקש מקט 231616,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231616,מכו' לעיצוב זקן BT7202 פיליפס,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
231866,מכונת תספורת פיליפס HC3400,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232012,מכונת תספורת+טריימר פיליפס QG3371,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232023,מכונת גילוח פיליפס S5050,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
232387,מכונת גילוח פיליפס AT620,604060550,"trn -אלקטרה מוצרי צריכה (1951) בע"" מ - קטנים",3,שתי רשתות
702249,עודפים מייבש שיער פיליפס HQ4997,604060021,אלקטרה סחר עודפים,,
702293,עודפים מסיר שיער פיליפס HP6570,604060021,אלקטרה סחר עודפים,,
702328,עודפים מייבש שיער פיליפס HP8180,604060021,אלקטרה סחר עודפים,,
702329,עודפים מייבש שיער פיליפס HP-8195,604060021,אלקטרה סחר עודפים,1,מחסני חשמל בלבד
702337,עודפים מייבש+מחליק פיליפס 8295,604060021,אלקטרה סחר עודפים,,
702338,עודפים מחליק שיער פיליפס HP8309/8319,604060021,אלקטרה סחר עודפים,1,מחסני חשמל בלבד
710152,עודפים מסיר שיער פיליפס HP6574,604060021,אלקטרה סחר עודפים,,
711241,עודפים מסלסל שיער פיליפס HP 8618,604060021,אלקטרה סחר עודפים,1,מחסני חשמל בלבד
713647,עודפים מכונת תספורת QG3320 פיליפס,604060021,אלקטרה סחר עודפים,1,מחסני חשמל בלבד
714999,עודפים מייבש שיער פיליפס HP8233 ,604060021,אלקטרה סחר עודפים,,
716583,עודפים מכונת תספורת פיליפס HC3420,604060021,אלקטרה סחר עודפים,1,מחסני חשמל בלבד
723255,עודפים מכונת גילוח פיליפס S7530,604060021,אלקטרה סחר עודפים,1,מחסני חשמל בלבד
723573,עודפים מחליק שיער פיליפס BHH814,604060021,אלקטרה סחר עודפים,1,מחסני חשמל בלבד
723577,עודפים מחליק שיער BHH777פיליפס קומפק,604060021,אלקטרה סחר עודפים,1,מחסני חשמל בלבד
726148,עודפים מייבש שיער פיליפס BHD006,604060021,אלקטרה סחר עודפים,1,מחסני חשמל בלבד
202143,מסיר שיער בראון 1170,600060091,"מ.ברוכים ובניו בע""מ",3,שתי רשתות
202208,מסיר שיער בראון 3170,600060091,"מ.ברוכים ובניו בע""מ",1,מחסני חשמל בלבד
202211,מסיר שיער בראון 3370,600060091,"מ.ברוכים ובניו בע""מ",,
202269,מ.שיער בראון 5185/5380 ברוכים,600060091,"מ.ברוכים ובניו בע""מ",3,שתי רשתות
202273,מסיר שיער בראון 5570,600060091,"מ.ברוכים ובניו בע""מ",,
202307,מסיר שיער בראון 7185,600060091,"מ.ברוכים ובניו בע""מ",,
202316,מסיר שיער בראון 7381,600060184,דיפלומט מפיצים (1968),,
204766,מסיר שיער בראון 2170,600060091,"מ.ברוכים ובניו בע""מ",,
204769,מסיר שיער בראון 7180- בר',600060091,"מ.ברוכים ובניו בע""מ",,
204771,מסיר שיער בראון 7681-'ברו,600060091,"מ.ברוכים ובניו בע""מ",,
204888,מס.שיער בראון SP7180-'דיפ,600060184,דיפלומט מפיצים (1968),,
204889,מס.שיער בראון SP7380-'דיפ,600060184,דיפלומט מפיצים (1968),,
209774,מחליק שיער בראון ES1-'ברו,600060091,"מ.ברוכים ובניו בע""מ",,
209826,מסלסל בראון לשיער צבועEC2,600060184,דיפלומט מפיצים (1968),,
209832,מחליק שיער בראון ES2,600060184,דיפלומט מפיצים (1968),,
209833,מחליק שיער בראון ES3,600060184,דיפלומט מפיצים (1968),,
209856,מכונת תספורת בראון HC50,600060184,דיפלומט מפיצים (1968),,
210154,מסיר שיער בראון 7891-'דיפל,600060184,דיפלומט מפיצים (1968),,
210238,מסיר שיער בראון 1170-ברימאג,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
210239,מסיר שיער בראון 3370-ברימאג,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
210240,מסיר שיער בראון 5380-ברימאג,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
210241,מ.שיער בראון WD7681-ברימאג,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
213849,מסיר שיער בראון 7951,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
213850,מסיר שיער בראון 5185 -ברימאג,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
215887,מסיר שיער בראון 7791,600060091,"מ.ברוכים ובניו בע""מ",,
216837,מסיר שיער 7281בראון,600060091,"מ.ברוכים ובניו בע""מ",3,שתי רשתות
217667,מסיר שיער בראון 3270-ברוכים,600060091,"מ.ברוכים ובניו בע""מ",1,מחסני חשמל בלבד
219140,מחליק שיער בראון 1ES,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
221662,מכונת גילוח בראון 340S-4,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
221663,מכונת גילוח בראון 720S-4 ,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
221664,מד חום בראון IRT 6520,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
223616,מסיר שיער בראון 7561,600060091,"מ.ברוכים ובניו בע""מ",,
223749,מכונת תספורת בראון HC5050,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
224788,מד חום בראון ברוכים-ITR3020,600060091,"מ.ברוכים ובניו בע""מ",1,מחסני חשמל בלבד
226436,מסיר שיער בראון 7561,600060184,דיפלומט מפיצים (1968),1,מחסני חשמל בלבד
226441,מסיר שיער  בראון 9961,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
227273,מסיר שיער בראון 7751,600060091,"מ.ברוכים ובניו בע""מ",3,שתי רשתות
227754,מכונת גילוח בראון 799CC,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
227782,מכונת גילוח בראון 720S7,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
228471,מסיר שיער בראון 7531- ברוכים,600060091,"מ.ברוכים ובניו בע""מ",3,שתי רשתות
229587,מסיר שיער בראון 5541,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
229591,מסיר שיער בראון 7561,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
230734,מכנות גילוח בראון 3040,600060010,"ברימאג דיגיטל אייג בע""מ - קטנים",3,שתי רשתות
200698,מ.תספורת גולד ליין ATL290,600060017,"יוסף חיים בע""מ",3,שתי רשתות
200720,מייבש שיער ג.ליין 567,600060017,"יוסף חיים בע""מ",1,מחסני חשמל בלבד
202218,אמבט עיסוי ג.ל ATL3830,600060017,"יוסף חיים בע""מ",,
209767,מייבש שיער ג.ליין 890שחור,600060017,"יוסף חיים בע""מ",,
209769,מייבש שיער גולד ליין 890/877,600060017,"יוסף חיים בע""מ",1,מחסני חשמל בלבד
210008,מכונת תספורת גולד 02ליין נטענת,600060017,"יוסף חיים בע""מ",3,שתי רשתות
